Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,81.58087915837541,82.93653962933999,81.64154327274929,81.92703127834086,81.92703127834086,14226377
2021-01-05,81.87372709401484,82.15520289671352,80.98437436530091,81.79744323183982,81.79744323183982,7117347
2021-01-06,81.33650664642293,82.0500114105507,81.55548129220556,81.58996773849222,81.58996773849222,9807821
2021-01-07,78.74312072655314,80.68618702463718,78.70575171176696,78.85253429997564,78.85253429997564,12600807
2021-01-08,78.66719334982834,78.56944491389217,77.40468620201558,78.38343144149948,78.38343144149948,10414806
2021-01-11,76.62812671151414,77.47445104915307,76.08379253002441,76.68614887827404,76.68614887827404,14730886
2021-01-12,76.24341032172946,76.22545828469886,75.43277225646179,75.92778508683767,75.92778508683767,6837993
2021-01-13,74.11386651422825,74.13638440930781,74.04125869159488,74.1153947340933,74.1153947340933,8993954
2021-01-14,73.33325161396166,73.71682322325886,72.32094755256874,73.40751313921524,73.40751313921524,5043585
2021-01-15,72.95819120711053,73.51485709688976,72.40571080082533,72.77596824105188,72.77596824105188,10458766
2021-01-18,72.64552711035006,73.41161918367779,71.7690013437926,72.9569254352811,72.9569254352811,9496712
2021-01-19,70.09712833188334,71.53838422568158,69.14058953684368,70.38607839908252,70.38607839908252,11717998
2021-01-20,68.27247946625016,68.28668561419374,68.12504097252037,68.16888068653112,68.16888068653112,5927510
2021-01-21,68.72878250182994,69.51385274598515,67.90414843978849,68.73775916291194,68.73775916291194,5438292
2021-01-22,67.75136188645446,67.60016380436358,67.11704449967222,67.55517136642707,67.55517136642707,6248509
2021-01-25,69.46839795333698,70.71925830918939,69.15118227369616,69.18042003956053,69.18042003956053,12043135
2021-01-26,69.47244056665582,69.78439798886218,69.43505625257468,69.55008149420979,69.55008149420979,5756701
2021-01-27,70.5746133476832,70.82552133702957,70.00833702354211,70.50663787935976,70.50663787935976,12745665
2021-01-28,72.7260277341366,73.94413633451528,71.45909077014647,72.72552110794227,72.72552110794227,11453828
2021-01-29,72.6053573715575,72.39753374703469,70.20337510160408,72.25735823481293,72.25735823481293,11252446
2021-02-01,71.60730817890833,71.66255000488026,71.17218116302215,71.3710098937771,71.3710098937771,14146947
2021-02-02,73.0694969674999,73.39663423161623,72.51296972483632,72.76987594795551,72.76987594795551,6361349
2021-02-03,73.43475826275208,73.87798825834744,73.54388792303055,73.6156022868592,73.6156022868592,12760854
2021-02-04,73.54115863675503,74.45987484463004,73.15082657736784,73.341284258065,73.341284258065,6612780
2021-02-05,75.44135430742477,75.76599778692919,74.98949953261929,75.61870040678751,75.61870040678751,5061330
2021-02-08,75.07650602588721,75.52569569882915,74.47887525458502,75.29581069655656,75.29581069655656,11275178
2021-02-09,75.71579907278333,75.6064467092542,74.52488369018386,75.3809072112026,75.3809072112026,5363116
2021-02-10,75.08449103241334,75.91764835869702,75.14142010945174,75.44716220886305,75.44716220886305,6430343
2021-02-11,74.26989902452262,73.98747020407731,73.54168263085653,73.92585643956642,73.92585643956642,7472512
2021-02-12,73.8233486999348,74.33016523238322,72.17310515858757,74.08318666348856,74.08318666348856,9179077
2021-02-15,76.63647182527961,76.64568575225046,76.0526071908242,76.39244526349493,76.39244526349493,11618991
2021-02-16,77.00009509659824,77.23504047083547,77.14349504689076,77.17302243499074,77.17302243499074,12707133
2021-02-17,77.14324869160696,77.2899014297414,76.21817334795665,77.25859397427028,77.25859397427028,10890714
2021-02-18,76.79846145201998,77.602835450192,76.7292388439079,77.0166050468167,77.0166050468167,5587699
2021-02-19,77.67695140227353,77.70421521765398,76.46297624947705,77.61058345496804,77.61058345496804,5764797
2021-02-22,78.80471550726476,79.20075112861431,77.16484200456901,78.92460549712673,78.92460549712673,10899128
2021-02-23,80.14276139819535,80.16149686108768,79.44112156604804,80.0168204923155,80.0168204923155,9695039
2021-02-24,79.0825752084415,80.03540362016015,78.9707209673839,79.46747806983655,79.46747806983655,9321878
2021-02-25,79.72130455321377,80.3582912721967,79.31492145313294,80.0701100634473,80.0701100634473,8858223
2021-02-26,80.6265698135879,82.59488281316587,80.94346562238437,80.95064669944105,80.95064669944105,6078000
2021-03-01,79.12919559294323,79.91612806481758,78.29554133647125,79.19334720499347,79.19334720499347,9705230
2021-03-02,79.77208527870242,79.74334624506866,78.4682233598159,79.52175384117831,79.52175384117831,5248290
2021-03-03,76.07299044218969,76.07246813876908,75.047367655758,75.77883374883436,75.77883374883436,14710403
2021-03-04,76.42180710234094,76.8067025709365,76.06492367808451,76.61732629028624,76.61732629028624,13043364
2021-03-05,77.8223272733669,78.02208060618791,76.19502448843028,77.76449403359824,77.76449403359824,6558544
2021-03-08,79.29000325341022,79.29860304847679,78.03188925016026,79.07778615836484,79.07778615836484,8806501
2021-03-09,78.26217723282187,79.76904625138144,78.35449621870522,78.4277936517778,78.4277936517778,7619189
2021-03-10,78.92482518286302,79.81603737325877,78.68700382922441,78.9967060736232,78.9967060736232,11358234
2021-03-11,81.52401674378788,82.02005999586017,80.79954764495382,81.50447669534701,81.50447669534701,14914245
2021-03-12,83.7663838053263,85.11828064124145,83.00121380741362,84.07335677839332,84.07335677839332,8504179
2021-03-15,83.65980227910042,85.9656000045388,83.06144652877094,84.05825328324785,84.05825328324785,14267214
2021-03-16,84.06151985246836,85.17859668797482,83.65248723127992,84.35439340595866,84.35439340595866,6098168
2021-03-17,86.56107146324089,86.66119329042372,85.74197803551444,86.45140472572177,86.45140472572177,14625589
2021-03-18,83.28582322629809,85.80067900251099,82.8276418031935,83.64245939877858,83.64245939877858,7629479
2021-03-19,82.83075320952587,83.53996459241043,81.44062313223328,83.0885800939518,83.0885800939518,7236422
2021-03-22,85.42470177685605,87.11007544652306,85.36533583812641,85.56343956938325,85.56343956938325,11013753
2021-03-23,87.06591291136155,88.03800253613879,86.8632712116764,87.435002230049,87.435002230049,10508848
2021-03-24,87.9126910091039,88.23148981996287,86.83787983941731,88.18456466468807,88.18456466468807,7100588
2021-03-25,85.66289697835315,85.52845695568006,83.50535580697894,85.31203435468508,85.31203435468508,12957870
