Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,28.348577471462068,28.491447408339656,28.096728035684446,28.26531399602338,28.26531399602338,14852415
2021-01-05,28.085319764614837,28.234544575488783,28.03764605969532,28.2166200876073,28.2166200876073,8092195
2021-01-06,28.582920302253054,28.912674587315763,28.491879964816658,28.55927127358849,28.55927127358849,5289102
2021-01-07,29.49251376094396,29.48132198511604,29.128720080656397,29.347117132747723,29.347117132747723,14725345
2021-01-08,29.351246912695842,29.259740355569207,29.123925216498975,29.247215708863177,29.247215708863177,14479413
2021-01-11,29.154013276006808,29.164674666376424,29.069990745507738,29.147762337532736,29.147762337532736,9443778
2021-01-12,29.85015964950415,30.235352330863055,29.879312202774436,29.980984400420738,29.980984400420738,13043756
2021-01-13,30.50960398094241,31.092090067079898,30.29630586670684,30.40883714859927,30.40883714859927,9162065
2021-01-14,30.209367569505062,30.362595447578087,30.142154454558533,30.17949635423824,30.17949635423824,5260116
2021-01-15,30.37325024750917,30.55508150870898,30.351071766370335,30.49065971705841,30.49065971705841,11086368
2021-01-18,30.141245534363293,30.6273550506155,30.113768911231695,30.264161220469543,30.264161220469543,9214279
2021-01-19,30.16126578747565,30.18597992261034,29.983380705125597,30.038221177451128,30.038221177451128,6257949
2021-01-20,30.24003806821792,30.755469984813015,29.890100326545934,30.18895827144437,30.18895827144437,12537165
2021-01-21,29.289300736975445,29.37408490208327,29.182951645380662,29.19317147699978,29.19317147699978,8850241
2021-01-22,28.434732203393665,28.507358921835824,28.097642144449313,28.32737741996866,28.32737741996866,10538166
2021-01-25,28.088296032023774,28.40206829257941,27.755458621693432,28.0681508599751,28.0681508599751,5388076
2021-01-26,27.593263817228866,27.76069785874505,27.517090035988023,27.588450639086602,27.588450639086602,9884797
2021-01-27,27.74326731260761,27.813811464766093,27.703520404488835,27.762582460186934,27.762582460186934,10540070
2021-01-28,27.289613273420237,27.504994584779663,27.125624439853706,27.33965945293512,27.33965945293512,11491878
2021-01-29,26.66283882536057,27.26874020586934,26.565263264793536,26.680288811898112,26.680288811898112,6960826
2021-02-01,27.465493112330723,27.63618687338404,27.278708552716292,27.39047617049213,27.39047617049213,7844664
2021-02-02,27.330810584920304,27.651061357199257,27.152598283955086,27.302982448439394,27.302982448439394,7613275
2021-02-03,27.4643943514863,27.535248656550497,27.23533488640497,27.357011709092436,27.357011709092436,6378369
2021-02-04,26.67665931377496,26.99544065875509,26.47139059124859,26.691772191351642,26.691772191351642,7090212
2021-02-05,26.485329844339645,26.510305766951188,26.417480065283108,26.456997157542002,26.456997157542002,10230852
2021-02-08,26.564737067879747,26.5316314021343,26.433295242490136,26.52990130364022,26.52990130364022,9171774
2021-02-09,26.037097864813145,26.169010306177977,26.011377105676427,26.013244457821514,26.013244457821514,5152999
2021-02-10,26.259566327045665,26.381611586013587,25.659671182568147,26.2064631819079,26.2064631819079,9542923
2021-02-11,25.882332138833895,26.14099093313563,25.908821575504476,25.95046938624181,25.95046938624181,13449975
2021-02-12,25.84151848507808,25.859510169633825,25.26664295601578,25.838323892190488,25.838323892190488,14141923
2021-02-15,25.484443425818096,25.702703718153725,25.493586715154116,25.585705301427694,25.585705301427694,9600108
2021-02-16,26.41076402817987,26.82623909372379,26.248787680323417,26.44130073535257,26.44130073535257,7854190
2021-02-17,26.453529844285598,26.643182577477468,26.35801668773003,26.45679274237953,26.45679274237953,6284382
2021-02-18,26.025540264408857,26.191027432713984,25.90480874416916,25.98598329375433,25.98598329375433,12196042
2021-02-19,26.50272655336611,26.405975774741535,26.069169510175282,26.383859075361023,26.383859075361023,8853321
2021-02-22,25.8648790212912,26.203318653147363,25.513852979376693,25.83887192111853,25.83887192111853,7654837
2021-02-23,26.018739349503225,26.06186933519275,25.76567979947893,25.95551329819642,25.95551329819642,12684365
2021-02-24,25.083862276032928,25.29827117677324,24.934199227583044,25.082290604780873,25.082290604780873,6042377
2021-02-25,24.550354148712174,24.861546110797523,24.482624484063283,24.517475226042357,24.517475226042357,9577033
2021-02-26,24.517669378682164,24.795167069477216,24.539924050130946,24.623320112603597,24.623320112603597,11105931
2021-03-01,24.90290099946104,25.0748176767293,24.70721923256209,24.9642152138029,24.9642152138029,8257181
2021-03-02,25.02624032251287,25.18102619364948,24.842251380997755,25.06086112697594,25.06086112697594,10262696
2021-03-03,25.024570799687105,25.10569329088209,24.745341735986866,25.031456113456937,25.031456113456937,10154048
2021-03-04,24.807329395293028,25.03598448273712,24.716168272954043,24.920556255266618,24.920556255266618,5923780
2021-03-05,24.207045767074064,24.342431282798024,24.278784339878325,24.294500113101112,24.294500113101112,13361735
2021-03-08,23.95481019910742,24.083133709639426,23.990897598114923,24.008393498324843,24.008393498324843,6942811
2021-03-09,23.947558765902755,24.240355854927998,23.817721530224965,23.835168156115433,23.835168156115433,11507640
2021-03-10,24.257810953666695,24.559163630315776,24.262284362194883,24.298791592925955,24.298791592925955,5298090
2021-03-11,24.462467017856827,24.513503552351988,24.175287590277257,24.46686100720691,24.46686100720691,13705956
2021-03-12,23.65878985019382,23.954290178083713,23.71104159173706,23.730908624291,23.730908624291,10425838
2021-03-15,23.913528493262163,24.13370605441167,23.61963965725589,23.887066384143893,23.887066384143893,14714891
2021-03-16,23.694823915734617,23.841400221875176,23.653453703388433,23.746904863896596,23.746904863896596,13480932
2021-03-17,23.417240682237725,23.9109912838644,23.444088228743436,23.486056571022974,23.486056571022974,7320688
2021-03-18,23.763192025995444,23.81106057222465,23.46720222415973,23.759254493026777,23.759254493026777,6805808
2021-03-19,24.090667657918345,24.415602066938806,24.064375060848935,24.21038661573399,24.21038661573399,14709175
2021-03-22,24.50641615136143,24.788261294108622,24.41820001770435,24.627667013990692,24.627667013990692,9220459
2021-03-23,24.21902940177494,24.55190189785012,23.683675356391692,24.287259890221062,24.287259890221062,9536119
2021-03-24,24.06548561044006,24.36723054819672,24.113478741845533,24.177494778832873,24.177494778832873,9015470
2021-03-25,24.244401945562227,24.429988682127984,24.029380069981656,24.3398077233318,24.3398077233318,9654798
2021-03-26,24.73816484127011,25.126364788494005,24.740500155905345,24.778092097983045,24.778092097983045,8622138
2021-03-29,24.66682399486555,24.59625180613308,24.46124498434415,24.59241088127538,24.59241088127538,5937841
2021-03-30,24.552417856434023,24.756112275319992,24.328779485863635,24.53474090845531,24.53474090845531,14955661
2021-03-31,24.084589360414213,24.300140433599232,23.78817874518446,24.08153877707585,24.08153877707585,13061896
2021-04-01,23.55035734365829,23.957629318978743,23.349562786188653,23.59909210647958,23.59909210647958,7843940
2021-04-02,24.059984983475797,24.078919851215446,23.74760335546852,23.956551680547186,23.956551680547186,8932441
2021-04-05,24.52209742503839,24.800358038787927,24.47003200220832,24.547377531666726,24.547377531666726,6207068
2021-04-06,24.437624307582944,24.700373071459275,24.398646935858366,24.53894739633459,24.53894739633459,9364406
2021-04-07,25.02173410440757,25.20604329783934,24.909349429997654,24.992476283131342,24.992476283131342,13782882
2021-04-08,25.07633957539489,25.44842868925827,24.938648697757795,25.17355016111603,25.17355016111603,6386980
2021-04-09,24.87389545005336,25.134236664247855,24.856968971164893,24.912454163658843,24.912454163658843,6208052
2021-04-12,25.09471429439801,25.135973822788706,24.82557237664706,25.092854427405303,25.092854427405303,12500960
2021-04-13,25.88743835997215,25.933611512776345,25.416279651983086,25.7909229170922,25.7909229170922,8040267
2021-04-14,25.796694131437505,26.101643124645182,25.56196324744342,25.79835900780964,25.79835900780964,14685684
2021-04-15,26.581495586288725,26.76528340496792,26.305823711914197,26.527840703027938,26.527840703027938,6180887
2021-04-16,25.461581695106542,25.488036111913683,25.30115164901676,25.336718081948977,25.336718081948977,9439850
2021-04-19,25.629203912523806,25.967952687319293,25.644869368343134,25.723999650031576,25.723999650031576,12536765
2021-04-20,25.72868616497969,25.90622160838305,25.651506722156817,25.786775641084063,25.786775641084063,6896220
2021-04-21,25.6487024165554,26.026793991780863,25.328582360904424,25.675770821776272,25.675770821776272,8138744
2021-04-22,25.720451665833362,25.958898447992407,25.63141629867266,25.740573541024933,25.740573541024933,13535078
2021-04-23,24.848677054717264,25.177345323974137,24.86099603203989,24.870806831208455,24.870806831208455,11935774
2021-04-26,24.899635108325747,24.9355158712759,24.442468684741343,24.79855347588318,24.79855347588318,6367223
2021-04-27,25.029607713577786,25.132409122141823,24.64751045806413,24.97615059796693,24.97615059796693,14443754
2021-04-28,25.67102913166707,25.822034306756095,25.571298400879307,25.643358610658193,25.643358610658193,7428081
2021-04-29,25.386673401013866,25.58319914191478,24.892730650326083,25.435159754761624,25.435159754761624,9273445
2021-04-30,25.181285314366338,25.165384927228907,24.84584175257019,25.100013882975052,25.100013882975052,8184790
2021-05-03,25.017062786213668,25.037927470881566,24.864349503639556,24.90373571907159,24.90373571907159,11681935
2021-05-04,25.405619444049922,25.57968749206524,24.50298840803785,25.32427829709143,25.32427829709143,14963441
2021-05-05,25.365806222604853,25.993201237675958,24.904517464118413,25.492871590299636,25.492871590299636,11689142
2021-05-06,25.31559406365248,25.369505696890922,25.23523794352549,25.281110282829122,25.281110282829122,14559047
2021-05-07,25.41602738764412,25.930129264390292,25.503476829949314,25.530625331654498,25.530625331654498,9990961
2021-05-10,25.535376779265754,25.621828742721082,25.342579872312264,25.597423084603463,25.597423084603463,8646804
2021-05-11,25.938180374790843,26.12157312577204,25.609210638434483,26.052937127672163,26.052937127672163,5647296
2021-05-12,25.785089807192573,25.933289806139413,25.336424487107216,25.7583538071861,25.7583538071861,6549302
2021-05-13,25.683003453011185,25.71260068969124,25.17723040812205,25.635170809973175,25.635170809973175,8122951
2021-05-14,25.38563392431926,25.56783349212397,25.325358834711356,25.483877422081516,25.483877422081516,5800101
2021-05-17,24.829578285269708,25.040385886673736,24.713594588371453,24.85845414326027,24.85845414326027,9100612
2021-05-18,24.998603542566144,25.093345094727706,24.88528275205602,25.009548594125395,25.009548594125395,10877845
2021-05-19,25.113317471320126,25.225747074083674,24.877238361516213,25.146245720231345,25.146245720231345,11014126
2021-05-20,25.07633856152407,25.28985592246341,24.86974847676611,25.171733137058105,25.171733137058105,10238561
2021-05-21,25.072005636585573,25.47765456790558,24.51116876064196,25.092343535514857,25.092343535514857,11339776
2021-05-24,24.559899414891852,24.68376575253712,24.28816545173002,24.498364900190573,24.498364900190573,14353526
2021-05-25,24.237693576602418,24.491207288277728,24.14051887747453,24.342119403132017,24.342119403132017,13885366
2021-05-26,24.11819042206567,24.4661096129365,23.73099513572315,24.219870278056387,24.219870278056387,13121757
2021-05-27,23.870381749486253,23.963446494103195,23.870421183864277,23.905098815681598,23.905098815681598,9642929
2021-05-28,23.965824602803696,23.869805848665575,23.6711718562426,23.86042696201044,23.86042696201044,13417233
2021-05-31,24.090324195487725,24.082129024598615,24.020428364807255,24.049782840023184,24.049782840023184,7833552
2021-06-01,24.90311630091662,24.94169452187774,24.744886107536708,24.858701270127916,24.858701270127916,12376519
2021-06-02,24.922320395441513,25.31400378959538,24.917009037718994,24.95678072054702,24.95678072054702,10701934
2021-06-03,25.114595783956634,25.36252238580002,24.998111991656078,25.09109526560798,25.09109526560798,6276647
2021-06-04,24.958716754143328,25.410708964962197,24.743472047310362,25.08158361080467,25.08158361080467,10416775
2021-06-07,24.302992250548957,24.42093794105213,24.096509064843833,24.269961792084825,24.269961792084825,13704813
2021-06-08,24.381376302345405,24.603704635908166,24.154453881963004,24.28102599118624,24.28102599118624,8045315
2021-06-09,24.35592135293608,24.422638720552545,24.25027420563274,24.32853387855155,24.32853387855155,8144480
2021-06-10,25.48342289144743,25.665530321045058,25.345878309637552,25.388546251205124,25.388546251205124,8570834
2021-06-11,25.383515264629636,25.83643359064329,25.074750912064392,25.326790079038133,25.326790079038133,9828761
2021-06-14,25.38518590251752,25.742735115682546,25.435624323119686,25.481874731528862,25.481874731528862,8940285
2021-06-15,25.591970664644414,25.5529350152281,24.934467228592958,25.48938778051482,25.48938778051482,11851803
2021-06-16,24.887882185138334,25.25748796714165,24.951642505318723,24.99625498731637,24.99625498731637,10742533
2021-06-17,25.521765078231816,25.550064299544864,25.148553042890427,25.513098923358942,25.513098923358942,12324222
2021-06-18,25.775346333138536,25.874101228177135,25.486590717284468,25.86791800853864,25.86791800853864,7627144
2021-06-21,26.116931453463806,26.33731342890732,26.091307253147544,26.245084465918982,26.245084465918982,7825896
2021-06-22,25.834751821077713,26.25912890640548,25.76981953203353,25.854909792790995,25.854909792790995,9936792
2021-06-23,26.451054630326517,26.722307496207794,26.17330916992024,26.505379869340295,26.505379869340295,9876872
2021-06-24,25.881635927840517,26.281917102032246,25.769235630251117,25.885259736382817,25.885259736382817,7739956
2021-06-25,26.190927262731396,26.301541551505522,25.989556574279188,26.17072349383654,26.17072349383654,7619980
2021-06-28,27.061316863361824,27.56575933045981,26.650094300482472,27.18535300718851,27.18535300718851,5721384
2021-06-29,26.64178981165703,26.840927576059816,26.71494651071651,26.74260856474407,26.74260856474407,13908385
2021-06-30,26.519141763176833,27.06018203057868,25.962375763855857,26.50359941733289,26.50359941733289,12716220
2021-07-01,26.530405341827073,26.738289521310598,26.49837912696916,26.572079036697378,26.572079036697378,7887698
2021-07-02,26.423876783889316,26.596836362736223,26.357585216606388,26.36345872608808,26.36345872608808,7432593
2021-07-05,25.718270690353275,25.831275523131797,25.596455425875313,25.679163468961775,25.679163468961775,9031464
2021-07-06,25.820486646456082,25.763348008024288,25.728703116546207,25.73155726189373,25.73155726189373,8390742
2021-07-07,25.329915061532375,25.7752859032527,25.075710268098387,25.28125046788941,25.28125046788941,13545106
2021-07-08,25.491638270065977,25.638526029441085,25.29949781755778,25.509512510645212,25.509512510645212,12357804
2021-07-09,25.169582737187277,25.392185353064512,25.069397813186836,25.126122931014827,25.126122931014827,11133066
2021-07-12,25.761513014065052,26.202066698854875,25.814960835771696,25.81950849085022,25.81950849085022,7887296
2021-07-13,25.442593997359303,25.992270607618227,25.243328498811998,25.491968499238038,25.491968499238038,11529845
2021-07-14,25.444916401204235,25.37253390413755,25.040875483578585,25.371596253197474,25.371596253197474,7736582
2021-07-15,25.73510757221585,26.009344605051552,25.577750287966786,25.74890395947863,25.74890395947863,12956056
